State/Territory,Sewershed_ID,Counties_Served,Population_Served,WVAL_Category,Reporting_Week,date_updated
"South Carolina","ID:1828","York","88000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1824","Lexington","40000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1819","Greenwood","12000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1823","Kershaw","8825","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1820","Greenwood","48000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Dakota","ID:1832","Yankton","20000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Dakota","ID:1830","Lincoln, Minnehaha","219000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Dakota","ID:1829","Beadle","14000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Tennessee","ID:1837","Catoosa, Walker, Dade, Hamilton","400000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Tennessee","ID:1838","Shelby","400000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2586","Harris","30000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2555","Harris","4743","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2554","Harris","7100","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2553","Harris","7100","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2552","Harris","12087","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2551","Harris","30252","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2550","Harris","18279","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2548","Harris","14960","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2547","Harris","17730","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2546","Harris","7700","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2545","Harris","4293","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2544","Harris","3435","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2542","Harris","5350","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2541","Harris","3193","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2539","Harris","35124","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2538","Harris","5418","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2537","Harris","60000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2536","Harris","5418","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2534","Harris","48750","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2533","Harris","4083","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2532","Harris","21500","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2531","Harris","21500","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2530","Harris","16800","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2528","Harris","21500","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2527","Harris","21500","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2635","Travis","596153","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2609","Travis","238461","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2464","Gaines","7500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2277","Hidalgo","70000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1921","Webb","140000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1919","Webb","120000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1917","Webb","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1909","Montgomery","70000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1905","Harris","8610","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1894","Harris","293227","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1881","Harris","124000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1866","Galveston","15000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1859","Kaufman, Collin, Dallas","370000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1858","Dallas","2600000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1856","Dallas","630000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1855","Dallas","270000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1849","Dallas","1000000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2629","Travis","158974","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2410","Hidalgo","16782","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2386","Brazos","58250","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2325","Henderson","13503","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2298","Victoria","65800","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2275","Hardin","34000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1922","Wichita","90000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1912","Randall, Potter","60000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1869","Harris","551150","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1867","Galveston","115000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1848","Dallas","200000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1847","Cooke","17300","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2608","Dallas","3000000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1868","Galveston","115000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1857","Dallas","242000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1843","Andrews","13502","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2274","Anderson","19372","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1911","Randall, Potter","140000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1908","Montgomery","65000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1906","Mclennan","203344","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1870","Harris","117968","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2445","Hays","80000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2281","Taylor","125000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2278","Jefferson","112193","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:2276","Hays","18000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1913","Tarrant","1000000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Texas","ID:1860","Denton","166774","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1961","Weber, Davis","208850","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1960","Washington","92047","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1959","Washington","24970","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1956","Wasatch","19936","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1955","Utah","253112","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1954","Utah","35840","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1953","Utah","12510","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1952","Utah","53313","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1950","Utah","115000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1949","Utah","112901","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1946","Tooele","36244","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1945","Summit","7995","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1944","Summit","23839","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1940","Salt Lake","254971","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1939","Salt Lake","209645","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1937","Salt Lake","89507","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1935","Salt Lake","600000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1934","Iron","32451","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1933","San Juan, Grand","9896","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1931","Davis","21872","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1930","Davis","84981","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1929","Weber, Davis","228700","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1927","Carbon","17312","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1926","Cache","94005","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1923","Box Elder","21443","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1957","Wasatch","5806","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1932","Duchesne","6790","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1928","Davis","64533","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1924","Box Elder","12451","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1948","Uintah","29513","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1925","Cache","9095","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1951","Utah","21231","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Utah","ID:1938","Utah, Salt Lake","94484","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Vermont","ID:1967","Chittenden","25000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Vermont","ID:1975","Washington","10100","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Vermont","ID:1965","Chittenden","30000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Vermont","ID:2350","Addison","9000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Vermont","ID:1976","Windsor","6000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Vermont","ID:1966","Chittenden","16000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2030","Virginia Beach City, Chesapeake City","530848","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2028","Portsmouth City, Isle Of Wight, Chesapeake City, Suffolk City","197608","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2026","Henrico, Richmond City, Goochland","225000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2023","Norfolk City","78322","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2022","Virginia Beach City, Norfolk City, Portsmouth City, Chesapeake City","192347","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2021","Hampton City, Newport News City, York, James City","141543","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2020","Hampton City, Newport News City","118497","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2016","Albemarle, Charlottesville City","118266","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2014","Hampton City, Newport News City, York, Gloucester, Mathews, Poquoson City","99112","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2001","Prince William, Fairfax","165901","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2000","Cumberland, Prince Edward","12390","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1994","Newport News City, York, New Kent, Williamsburg City, James City","69059","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1978","Alleghany","15000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2025","Petersburg City","33458","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1992","Henrico","330000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1979","Alleghany","4000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2019","Bedford City, Lynchburg City, Amherst, Bedford, Campbell","220000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2015","Fairfax, Alexandria City","300000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2009","Washington","7300","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2003","Harrisonburg City, Rockingham","81000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1998","Montgomery","52500","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1987","Frederick, Winchester City","60000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1985","Prince William, Fairfax, Fauquier, Loudoun, Fairfax City, Manassas City, Manassas Park City","350000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1982","Fairfax, Alexandria City, Arlington, Falls Church City","232965","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2027","Bedford City, Botetourt, Roanoke, Bland, Salem, Roanoke City, Bedford","300000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2002","Radford, Montgomery, Pulaski","70000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1993","Martinsville City, Henry","63000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1986","Franklin","5000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2006","Stafford","50000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2005","Stafford","100000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:2004","Russell","3100","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1995","Loudoun","300000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Virginia","ID:1988","Frederick","16563","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2056","Snohomish","37650","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2068","Yakima","117072","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2067","Whitman","35812","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2065","Walla Walla","33000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2064","Thurston","119790","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2062","Spokane","225000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2059","Snohomish","173800","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2058","King, Snohomish","288000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2057","Snohomish","20000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2055","Skagit","35600","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2053","Pierce","43000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2052","Pierce","295855","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2047","Kittitas","21761","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2046","King, Snohomish","789000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2045","King, Pierce","896000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2044","Jefferson","10000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2041","Grant","8475","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2039","Clark","81140","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2038","Clark","120000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2037","Clark","162100","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2035","Chelan","35550","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2063","Spokane","120000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2060","Island, Snohomish","7125","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2061","Snohomish","10150","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2040","Franklin","73000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2042","Island","24180","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Washington","ID:2033","Benton","15000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2098","Putnam","4900","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2096","Preston","700","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2092","Monongalia","2000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2088","Mason","5515","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2084","Marion","1091","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2082","Kanawha","9000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2080","Kanawha","49500","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2074","Cabell","7000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2073","Cabell","4050","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2072","Cabell","7200","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2071","Cabell, Wayne","56000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2069","Boone","4555","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2095","Pleasants","2892","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2093","Monongalia","48328","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2085","Marion","610","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2079","Jefferson","17000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2078","Harrison","1853","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2076","Fayette","2626","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2075","Doddridge","564","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2103","Wood","48050","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2102","Taylor","6071","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2101","Randolph","13156","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2086","Marshall","12000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2083","Lewis","10364","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2077","Harrison","26498","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2091","Mineral","8168","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"West Virginia","ID:2087","Ohio","100000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2170","Dodge, Washington","16000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2123","Dunn","16000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2207","Grant","4264","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2178","Marathon, Wood","19300","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2177","Winnebago","78300","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2175","Waupaca","8000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2174","Waupaca","4500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2172","Waukesha, Jefferson","22000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2171","Waukesha","51000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2167","Walworth","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2164","Vernon","4400","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2159","Sauk","13000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2157","Saint Croix","19680","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2156","Rock","63500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2154","Racine","139000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2152","Portage","27000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2146","Outagamie, Winnebago, Calumet","72810","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2142","Milwaukee, Ozaukee, Racine, Waukesha, Washington","615934","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2140","Marinette","3500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2139","Marinette","11000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Wisconsin","ID:2138","Marathon","44000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
